AnonymousID,HotelInncode,HotelBrand,HotelChainScale,Generation,Department,FullTimePartTime,Tenure,ManagementLevel,WorkLifeBalance,LearningDevelopment,Communication,Voice,RewardsBenefits,WorkEnvironment,IntentToStay
25447,100281,6,3,1,20,1,5,2,5,4,4.33,4.5,4,5,1
4395,100078,11,4,1,16,1,2,1,5,5,5,5,5,5,1
18079,100305,9,2,1,16,1,5,1,2,4,3.33,4,4,4,0
564,100132,6,3,2,2,1,4,3,5,5,5,5,5,5,1
25732,100222,6,3,1,29,1,5,2,5,5,5,5,5,5,0
32363,100272,6,3,2,23,1,8,2,4.5,3,2,2.5,3,3,0
26422,100189,6,3,2,23,1,6,2,5,5,5,5,5,5,1
7110,100219,11,4,1,12,1,2,2,5,5,5,5,5,5,1
35132,100239,4,3,3,21,1,8,2,4,4.33,4,4,4,4.25,0
16386,100178,6,3,3,21,1,8,2,4,3.67,3,4,4,4,1
37233,100215,6,3,1,6,1,4,2,4,4,4,4,4,4,0
5992,100165,3,2,3,21,1,8,2,5,5,5,5,5,5,1
17037,100285,4,3,3,21,1,8,2,5,5,5,5,5,5,1
21311,100247,3,2,1,16,0,5,4,2.5,3.67,3.33,1.5,3.5,3,0
9746,100172,6,3,2,28,1,5,3,5,5,4.67,5,5,5,1
18163,100220,6,3,3,21,0,8,2,4,3.67,3.33,4,2.5,4,0
33786,100239,4,3,2,8,1,7,2,5,5,4.33,5,5,5,1
14884,100135,6,3,2,1,1,2,1,5,5,5,5,5,5,1
28655,100254,2,3,1,9,1,7,2,4,3.67,5,2,3.5,2.75,0
39315,100291,4,3,1,12,1,4,2,5,4.33,5,4,4.5,4.25,1
22265,100255,6,3,1,7,1,5,2,4.5,4,4.67,4,4.5,4.5,0
2943,100177,3,2,3,21,1,6,2,5,5,5,5,5,5,1
14140,100180,6,3,3,7,1,8,4,5,5,5,5,5,5,1
18635,100224,4,3,1,16,1,4,2,3.5,3.67,4,3.5,4.5,4.75,1
8743,100155,6,3,1,25,1,5,2,3.5,3,3.67,3.5,3,3.25,1
23050,100127,6,3,1,13,1,3,2,5,5,5,5,5,5,1
4639,100201,3,2,3,5,1,8,2,4,4,5,4.5,4.5,4.75,0
15963,100238,6,3,1,25,1,5,4,5,5,4.67,5,5,5,0
15305,100307,11,4,2,7,1,6,1,3.5,4,3.67,1,3,3,0
2791,100110,3,2,2,5,0,6,2,5,2,3.33,3,5,3.75,0
9758,100128,3,2,1,8,1,8,1,5,3.33,4,5,4,4.5,0
27890,100132,6,3,1,21,1,5,1,3,2,3.33,3,3,4,0
17615,100212,6,3,3,5,1,6,1,3.5,4,3.67,4.5,4,4,0
6174,100252,6,3,2,23,1,7,2,5,4.67,5,5,4.5,5,1
27395,100181,3,2,2,17,1,2,2,5,5,4.67,5,4.5,4.75,1
29596,100223,6,3,1,6,1,7,2,5,4,4,4.5,4.5,4.5,1
30723,100155,6,3,3,21,1,7,1,5,4.67,1,5,3,2,1
13040,100223,6,3,2,10,0,7,2,5,4,4,4,4,4,0
7978,100237,6,3,3,21,1,8,2,5,3.67,5,5,5,5,1
38701,100155,6,3,1,21,1,7,4,4,3.33,4,4,4,4,0
31188,100224,4,3,1,7,1,6,2,5,3,5,5,3.5,4.5,0
35620,100243,11,4,3,12,1,5,2,3.5,4.33,4,4,5,4,0
31552,100164,11,4,1,25,1,8,2,4.5,5,5,5,5,4.5,1
36731,100272,6,3,1,8,1,5,1,5,5,5,3.5,5,4.25,1
1533,100272,6,3,1,9,1,5,2,3.5,2.67,4,3,3.5,4.25,0
25770,100259,6,3,2,13,1,8,4,4,4,4,4.5,5,4.5,0
19134,100298,4,3,2,20,1,8,2,3,2.67,4.67,5,3,4.25,1
30641,100155,6,3,1,21,1,6,2,4,4,4.67,4,4.5,4.75,1
25507,100223,6,3,2,20,1,7,2,5,5,3.67,5,5,5,1
36605,100085,3,2,2,12,1,6,4,5,4.33,4,5,5,4.75,1
11746,100232,3,2,1,6,1,3,2,4,3.33,3.67,4,4.5,3.5,0
19802,100207,4,3,1,21,1,5,2,4,4,4,4.5,4,4,0
13584,100078,11,4,2,24,1,4,2,4,3.33,4,3,3.5,4,0
7567,100223,6,3,1,13,1,5,1,2.5,3.33,4,4,2.5,3,0
32957,100243,11,4,2,29,1,8,2,3.5,3,3,3.5,3,2.75,0
17899,100234,11,4,2,21,1,1,3,5,5,5,5,5,5,1
261,100199,6,3,1,7,1,5,2,4,4,4,4,4,4,0
30780,100175,11,4,2,10,1,5,1,4,4.33,3,4,4.5,4.75,0
3045,100172,6,3,1,38,1,4,2,4.5,3,4,5,3.5,4,1
36345,100132,6,3,1,16,1,4,1,2.5,4,4,3,4.5,4,0
27118,100145,1,4,1,30,1,4,2,5,2,4,2.5,4,4.25,0
17618,100238,6,3,3,21,1,2,2,5,4,5,5,4.5,5,1
13470,100078,11,4,3,5,1,3,2,4.5,5,5,5,2,4.25,1
3811,100279,11,4,1,28,1,6,1,5,5,5,4.5,5,5,1
16147,100191,4,3,1,13,1,5,2,4,3.33,3.33,4,3,4.25,0
10442,100231,6,3,1,16,1,5,2,4,4,4,4,4.5,4,1
28110,100118,3,2,2,16,1,8,2,5,5,5,4,5,4,1
3696,100172,6,3,1,21,1,7,1,5,5,5,5,5,5,1
22588,100172,6,3,3,10,1,7,2,3.5,4,5,3.5,4,5,1
11420,100097,6,3,3,2,1,8,2,4.5,4,4,4,3.5,4,0
10429,100173,4,3,2,21,1,2,2,5,4.33,5,5,5,5,1
4508,100210,6,3,2,7,1,6,2,5,5,5,5,5,5,1
13953,100198,6,3,1,6,1,7,1,5,5,5,5,5,5,1
2758,100098,6,3,3,31,1,8,2,4,3.67,4.67,3.5,4,4.25,1
5937,100199,6,3,1,7,1,6,4,4,2.33,3.33,2,4,3.75,0
10920,100078,11,4,2,21,0,7,4,5,5,5,5,5,5,1
25679,100189,6,3,3,12,1,8,2,5,4.33,5,5,4.5,5,1
30289,100134,6,3,2,24,1,4,2,5,5,5,5,5,5,1
36584,100155,6,3,3,9,1,8,2,4,3,3.67,4,3.5,3.75,0
21753,100302,4,3,3,8,1,5,2,3.5,3.33,4,5,3.5,4.5,1
7653,100259,6,3,2,13,1,6,2,4.5,4.67,5,4.5,4.5,4.75,0
39574,100281,6,3,1,28,1,8,3,5,5,5,5,5,4.75,1
3857,100196,4,3,1,16,0,4,1,5,4.67,5,4.5,5,4.75,0
21795,100164,11,4,2,25,1,6,1,4,3.67,3.67,4,4,4.75,1
35884,100187,5,1,1,21,1,2,3,5,5,5,5,5,5,1
17742,100146,2,3,3,21,1,8,2,4,2.33,3.67,3,2.5,3,1
8247,100281,6,3,3,21,1,7,2,3.5,2.33,4,5,3.5,4.5,1
26916,100155,6,3,3,13,1,7,2,4.5,5,4.33,5,4.5,4.75,1
25839,100210,6,3,3,21,1,8,4,3.5,3,2.67,2.5,3.5,3,0
23447,100227,6,3,1,25,1,5,2,5,5,5,5,5,5,1
36442,100199,6,3,3,25,1,7,1,3.5,3.67,4,4.5,4,3.5,0
15388,100234,11,4,1,12,1,6,2,2,4,2,2,3,3.5,0
13523,100232,3,2,1,13,1,7,2,4.5,4,4.33,4.5,4.5,4.25,0
22978,100078,11,4,3,26,1,7,2,4,4,4.67,4,4.5,4.5,1
26166,100180,6,3,2,5,1,8,3,5,5,5,5,5,5,1
2233,100168,6,3,3,23,1,8,2,5,5,5,4.5,5,5,1
23133,100127,6,3,2,7,1,8,2,1,2,5,1,2.5,4,0
7948,100097,6,3,1,29,1,5,2,5,5,5,5,5,5,1
29685,100129,6,3,2,21,1,6,3,4.5,5,5,5,5,5,1
4081,100302,4,3,2,21,1,7,2,5,5,5,5,5,5,1
6194,100222,6,3,3,7,1,8,4,5,5,5,5,5,5,1
1809,100274,4,3,3,12,0,7,4,5,5,5,5,5,5,1
9784,100254,2,3,2,30,1,7,2,5,4.67,4.33,4.5,5,4.75,1
19140,100298,4,3,3,7,1,8,2,5,5,5,5,5,5,1
1066,100173,4,3,1,16,1,6,2,5,5,5,5,5,5,1
24698,100289,5,1,1,20,0,5,2,4.5,4.33,5,5,5,5,1
6841,100223,6,3,1,16,1,6,1,4,5,5,5,5,5,1
18952,100238,6,3,2,8,1,8,4,5,4.33,5,4,4.5,5,1
2774,100091,6,3,2,25,1,8,2,4.5,4.33,5,4,4.5,4.75,1
22132,100066,9,2,1,20,1,4,2,4,4.33,4,4.5,4.5,4.5,0
8411,100064,6,3,3,16,1,4,2,4,4,3,4,4,4,0
2350,100141,6,3,1,15,1,6,2,5,3,5,4,3.5,4.75,0
11714,100251,4,3,3,5,0,8,4,4,3,5,4.5,3.5,4.75,1
38322,100159,6,3,2,28,1,2,1,4,5,5,4.5,5,4.25,1
6090,100166,9,2,2,34,1,3,4,4,4,4,4,4,4,0
16770,100078,11,4,1,19,0,2,2,4,2.67,3.33,4,3.5,4,0
29665,100132,6,3,3,12,1,8,2,5,5,5,5,5,5,1
25229,100134,6,3,3,24,1,8,4,4,4,4.33,4,4,4.25,0
7646,100184,9,2,1,21,1,4,1,2,3.33,2.33,3,3.5,3.5,0
4436,100294,5,1,3,21,1,4,2,4.5,4.33,5,5,5,4.75,1
9984,100200,11,4,2,5,1,3,1,5,5,4.67,5,4.5,5,1
22948,100235,4,3,1,7,1,4,2,5,4.67,5,5,4,5,0
13442,100220,6,3,3,21,1,8,3,4,4.33,3,4,4.5,4.25,1
17130,100155,6,3,3,21,1,8,4,5,5,5,5,5,5,1
18106,100122,6,3,1,21,0,2,2,4.5,3.33,4,3.5,3,4.5,1
14175,100146,2,3,1,24,1,6,1,4,5,4.67,4,5,5,1
16764,100145,1,4,2,21,1,6,3,4,4,4,4,4,4,0
38839,100123,3,2,3,5,1,8,4,4,3,3.33,4,4,3.5,0
27697,100208,1,4,1,34,1,7,2,1,1,1,1,1,1,0
9840,100110,3,2,3,5,1,1,1,4,3.67,4,4,4,4,0
27766,100271,4,3,1,28,1,6,2,4.5,4.67,5,4,3,4.5,0
8320,100068,6,3,2,16,0,5,2,5,5,4,5,5,5,1
1258,100072,9,2,1,21,0,5,2,4,3,2,4,3,4,0
18349,100201,3,2,1,16,1,6,1,5,4,5,3.5,5,4.5,0
2044,100073,9,2,2,21,1,8,1,5,4.67,5,5,4.5,5,1
39135,100224,4,3,3,2,1,5,3,4.5,5,5,5,5,5,1
2935,100209,10,5,1,21,1,8,2,4,4,4,3.5,3.5,4,0
14986,100132,6,3,3,21,1,8,1,4.5,4.33,5,5,4.5,5,1
12243,100135,6,3,3,25,1,8,4,5,5,5,5,5,5,1
4631,100223,6,3,1,38,1,7,2,5,3.67,3.67,2.5,5,4.25,0
35648,100211,6,3,2,21,0,6,2,4,3.33,1,1.5,2.5,1.25,0
29058,100273,6,3,2,26,1,8,4,5,4.33,4,4,4.5,4.75,1
11054,100123,3,2,1,28,1,3,1,4,4,4,4,4,4,0
24534,100219,11,4,3,18,1,7,2,4,3.67,4,3.5,4,4,0
7284,100171,6,3,3,21,1,8,2,5,5,5,5,5,5,1
35570,100078,11,4,3,28,1,8,3,5,5,5,5,5,5,1
27159,100209,10,5,3,21,1,8,1,4,4,4,4,3.5,4,0
22229,100092,6,3,2,9,1,8,2,5,4.67,3.33,5,5,4.75,1
23317,100129,6,3,3,5,1,8,4,1.5,2,1,2.5,2,3,0
12246,100092,6,3,2,31,1,8,2,5,4.67,5,5,5,4.5,1
12551,100212,6,3,2,7,1,7,2,4,3.67,4,3,4,3.5,0
15103,100129,6,3,3,21,1,7,2,5,5,4.67,4.5,5,4.25,0
7835,100071,5,1,2,21,1,2,4,4,4,5,4,4,4.5,1
14338,100234,11,4,3,7,1,7,2,4.5,5,5,5,4.5,5,1
5048,100145,1,4,1,12,1,5,2,5,5,5,5,5,5,1
23240,100093,1,4,1,21,1,5,1,1.5,2,4.67,4.5,3,4,0
10132,100133,3,2,1,16,0,4,2,4,3.67,4,4,4,4.5,0
13920,100175,11,4,3,5,0,5,2,5,5,5,5,5,5,1
37244,100272,6,3,1,21,1,6,4,4,4,4,4,4,4,0
27449,100189,6,3,1,21,1,5,2,5,5,5,5,5,5,1
28980,100129,6,3,3,21,1,8,2,5,5,5,5,5,5,1
13013,100204,4,3,1,28,1,2,1,4,4.67,4,4,5,3.5,0
5837,100281,6,3,2,21,1,5,4,4,4,4.33,4,4,4.25,0
17522,100222,6,3,2,16,1,7,2,5,5,4.67,5,4.5,5,0
7017,100199,6,3,3,29,1,8,1,4,4.33,5,5,4,5,1
7279,100115,6,3,2,5,1,7,2,3,2.67,3.67,3,3.5,3,0
16170,100237,6,3,3,21,1,8,2,5,3.67,5,5,4,5,1
26729,100091,6,3,3,12,1,8,2,4.5,4,3.67,3.5,4,4,0
28322,100087,6,3,3,5,1,8,2,5,3,3.67,5,3.5,4.5,1
8018,100281,6,3,2,21,1,7,4,3.5,3.67,3,3,3,3,0
37691,100126,6,3,2,12,1,6,2,5,4.67,5,4.5,5,4.75,0
20872,100243,11,4,1,29,1,6,2,4,4.33,4,5,4.5,4.75,0
24903,100228,6,3,2,34,1,6,2,4.5,4.67,4.67,4,5,4.75,1
33219,100199,6,3,1,7,1,6,2,5,1.67,2.33,1,3,2,0
36998,100273,6,3,2,21,1,8,4,4,4,4,4,4.5,4,0
17067,100087,6,3,2,21,1,7,2,5,5,5,5,5,5,1
26662,100197,6,3,3,5,0,8,2,4.5,4,3,5,5,4,1
19087,100171,6,3,3,21,1,8,2,5,5,5,5,5,5,1
29652,100157,6,3,2,8,1,4,1,4,3,4,3.5,4,4,0
23922,100222,6,3,3,25,1,7,2,4,3,4,2,3,3.75,0
28866,100222,6,3,2,12,1,6,1,5,5,5,5,5,5,1
26711,100093,1,4,1,21,1,3,3,5,5,5,5,5,5,1
39083,100127,6,3,2,21,1,8,1,4,4,4,4,4,4,0
36455,100174,4,3,1,6,0,6,1,4.5,3,5,4,4,4,0
20387,100211,6,3,2,25,1,5,2,4.5,5,5,5,5,4.5,0
12113,100275,2,3,1,5,0,5,2,5,5,5,5,5,5,1
4782,100281,6,3,1,21,1,3,1,3.5,4,3.67,3.5,4,3.75,0
2423,100254,2,3,2,7,1,8,1,5,5,5,5,5,5,1
11293,100290,4,3,1,8,0,7,2,5,5,5,5,5,5,1
29800,100093,1,4,1,12,1,5,4,4,4,2,3.5,4,4.5,1
17005,100137,3,2,1,21,1,7,2,5,4,5,5,4.5,4.75,1
24094,100262,3,2,1,25,1,1,3,5,5,5,5,5,5,1
35753,100127,6,3,2,23,1,8,1,3.5,1.67,5,4.5,3,4,0
15525,100160,1,4,3,21,0,5,2,5,4.33,4,5,4.5,4.5,0
23401,100211,6,3,1,21,1,7,2,4,4,4,4,4,4,0
24164,100093,1,4,1,20,1,5,2,3,2,2.67,2,3,3.5,0
8644,100068,6,3,2,8,1,4,2,5,5,5,5,5,5,1
31190,100211,6,3,2,21,1,7,4,3,1.67,2,2,2.5,3.25,0
36524,100300,4,3,2,7,1,8,2,5,5,5,5,5,5,1
29191,100161,5,1,2,21,1,2,2,5,4,5,5,4,4,0
9812,100123,3,2,3,5,1,8,1,5,5,5,5,5,5,1
13998,100255,6,3,2,7,1,7,4,5,4.67,5,4,5,5,1
27900,100222,6,3,3,25,1,8,2,5,5,5,5,5,5,1
26525,100222,6,3,3,20,1,7,2,4.5,2.67,4,4.5,3.5,4.25,0
22415,100158,3,2,2,15,1,6,2,5,5,4,4,5,4.75,1
12383,100279,11,4,1,34,1,6,2,5,4.67,4,4,5,4.75,1
2006,100146,2,3,2,37,1,7,2,4.5,4.33,5,5,5,4.75,0
28342,100222,6,3,2,17,1,7,2,4,1.33,2.33,2,1.5,2.75,0
27816,100189,6,3,2,21,1,6,2,5,5,5,5,5,5,1
3154,100086,5,1,3,21,1,6,4,4,4,5,5,5,5,1
12876,100211,6,3,2,12,1,8,1,4,4,4,4,3.5,4.25,0
34891,100093,1,4,1,20,1,6,2,3,1,1,2.5,2.5,1.75,0
6007,100065,6,3,1,20,1,2,2,5,4.33,5,4,5,5,1
6887,100149,4,3,2,12,1,1,2,4,3.67,3.67,3.5,3.5,4.25,0
4734,100067,4,3,1,20,0,4,2,3,2.33,1.33,2.5,4,1.75,0
1762,100082,3,2,2,7,1,7,2,4,3,3.33,3.5,3.5,3.25,0
17954,100087,6,3,1,21,1,5,1,5,3.33,5,5,4.5,5,1
39228,100215,6,3,1,25,1,5,2,4.5,4.67,3.67,2.5,4.5,5,1
34287,100281,6,3,2,22,1,8,1,5,5,5,5,5,5,1
13422,100199,6,3,1,23,1,2,2,5,5,1.67,1,3.5,5,1
24471,100142,3,2,2,21,1,6,1,5,5,5,5,5,5,1
15702,100169,3,2,2,21,1,7,4,5,5,2.67,4.5,4.5,4.5,1
8318,100211,6,3,1,29,1,6,2,5,5,5,5,5,5,1
32813,100174,4,3,1,6,0,1,2,5,3,1,5,4,4.5,0
12420,100065,6,3,3,21,1,8,2,4,4,4,4,4,4,1
33810,100238,6,3,3,30,1,3,2,5,5,5,5,5,5,1
764,100146,2,3,3,3,1,8,2,5,4.67,4.67,5,5,4.75,1
29429,100164,11,4,1,22,1,8,2,5,5,4.33,5,5,5,1
39718,100122,6,3,3,5,1,6,2,5,4.33,4,4,4.5,4.25,1
24955,100306,11,4,1,8,0,4,2,5,2.33,5,1,5,5,1
22755,100186,9,2,3,6,1,4,4,3.5,2,2,2,1.5,2,0
32000,100164,11,4,3,21,1,8,1,4.5,4,5,4.5,4.5,4.75,1
4064,100129,6,3,2,21,1,6,2,4.5,3.67,4,4.5,4.5,4,1
2387,100134,6,3,3,29,1,8,2,5,5,5,4,5,4.25,1
34718,100068,6,3,3,12,1,4,4,3.5,2.67,4,3.5,3,3.5,0
28561,100155,6,3,2,20,1,8,4,4,4,4,3.5,4.5,4,1
29921,100064,6,3,1,20,0,4,2,5,4.67,3,5,4.5,4.5,0
19092,100252,6,3,1,29,1,7,2,2,1.67,4,1.5,3.5,2,0
16302,100223,6,3,2,21,1,6,2,2.5,3,3.33,2,3.5,2.5,0
38484,100180,6,3,1,16,1,3,2,4.5,2.33,5,5,4.5,5,1
6805,100087,6,3,3,12,1,5,2,4,3.67,4,5,3.5,4.25,0
14916,100100,11,4,1,7,1,3,1,1,2.33,3,5,2.5,3.5,0
229,100254,2,3,3,9,1,8,4,3.5,3.33,3,3.5,3.5,2.75,0
34490,100068,6,3,3,12,1,8,2,5,5,5,5,5,5,1
13722,100134,6,3,3,31,1,8,2,5,4,4.33,4,4.5,5,0
33987,100193,4,3,1,7,0,1,2,4.5,4.33,5,5,5,5,1
4021,100146,2,3,1,36,1,5,2,5,5,5,5,5,5,1
14210,100178,6,3,2,21,1,8,2,3.5,3.33,4.67,3,4,3.75,1
35216,100134,6,3,3,5,1,8,2,5,5,5,3.5,5,5,1
33991,100222,6,3,1,8,1,3,3,5,5,5,5,5,5,1
36641,100132,6,3,3,5,1,4,1,4,3.67,2.33,3.5,4,3.25,0
3347,100149,4,3,1,2,1,4,3,5,5,5,5,5,5,1
15124,100199,6,3,1,20,1,6,2,5,4,4,5,4.5,5,1
26441,100091,6,3,2,22,1,7,3,5,4.67,5,5,5,5,1
24546,100118,3,2,2,23,1,8,2,5,5,5,5,5,5,1
29719,100099,4,3,3,21,1,8,4,4.5,4,4.33,4.5,4.5,3.75,1
29626,100222,6,3,1,7,1,6,2,4,4,3,3.5,4.5,4.25,0
5490,100084,6,3,2,21,1,8,4,5,4.33,5,5,5,5,1
12601,100227,6,3,1,22,1,2,2,3.5,5,4.33,3,5,4.5,0
27626,100182,4,3,3,21,1,2,4,4,3.67,3.67,4,4.5,3.75,0
3859,100146,2,3,2,5,1,8,4,3.5,2.67,1,1,2.5,2,0
11901,100127,6,3,2,5,1,8,2,5,5,5,5,5,5,1
39621,100307,11,4,2,41,1,8,2,5,5,5,5,5,5,1
19498,100273,6,3,2,20,1,7,1,4.5,3.33,3.33,2.5,3.5,3.75,0
14842,100132,6,3,1,21,1,4,1,5,5,5,5,5,5,1
16447,100237,6,3,1,19,0,6,1,4,3.67,4,4,4,4,1
25774,100209,10,5,2,25,1,7,2,3,1.33,3.67,1,3,3,0
14406,100164,11,4,1,19,0,4,2,4,4,4.33,4,4.5,4,0
15704,100204,4,3,3,19,0,6,2,5,5,5,5,4,5,1
18316,100281,6,3,2,5,1,8,2,4,4.67,4.33,4,5,4.75,0
12651,100254,2,3,2,16,1,3,2,2,2,2.33,1,3,2.5,0
32056,100155,6,3,2,18,1,5,1,4,5,5,4,4.5,4.25,0
37791,100068,6,3,2,5,0,6,4,5,3.67,5,5,4,4.5,0
29292,100160,1,4,3,16,1,2,4,4,1.67,4.33,2.5,2,3,0
33543,100281,6,3,1,26,1,7,4,5,5,5,5,5,5,1
39354,100222,6,3,1,3,1,3,4,5,5,5,5,5,5,0
22136,100211,6,3,1,6,0,3,4,3.5,3.33,3.67,2.5,4,3.75,1
1736,100285,4,3,2,21,1,4,2,5,5,5,5,5,5,1
39134,100239,4,3,2,7,0,8,2,4,4,5,4.5,4.5,4.5,0
24305,100259,6,3,1,21,1,8,4,4,4,5,4,4.5,4.5,0
13005,100173,4,3,2,25,1,8,1,4,5,5,5,5,5,1
13184,100078,11,4,2,21,1,6,2,4.5,4.33,5,5,5,5,0
4983,100160,1,4,1,28,1,6,2,5,4,4,5,4.5,4.75,1
425,100199,6,3,1,12,1,7,2,5,3,5,5,4.5,4.75,1
15444,100092,6,3,1,21,1,8,2,3.5,3.67,3.67,4,3.5,3,0
38158,100211,6,3,3,13,1,8,2,4,3,3,2,3.5,3,0
33271,100291,4,3,1,16,1,4,2,5,4.33,5,5,4.5,4.5,1
1657,100172,6,3,1,13,1,8,4,4,3.67,3,4,3.5,4,0
4896,100241,10,5,3,23,1,8,2,5,4.67,5,5,4,4.5,0
13002,100293,7,2,2,21,1,3,2,4,2.33,4,4,3,3.25,1
16240,100196,4,3,1,21,1,4,1,3.5,3.67,2,1,2,2,0
16018,100263,6,3,3,25,1,5,2,4,4,4,4,4,4,1
10111,100178,6,3,1,28,1,6,2,5,4.67,5,5,4.5,5,1
24300,100209,10,5,2,16,1,8,2,3.5,2.67,3,3,4,2.5,0
2658,100184,9,2,2,21,1,5,2,3,4,3.67,4.5,4.5,3,0
25793,100129,6,3,3,7,1,8,2,4,3,2.33,4,3.5,4,0
28687,100164,11,4,3,5,0,8,2,4,3.67,4,2,4,4,0
4390,100091,6,3,3,5,0,8,2,5,5,5,5,5,5,1
17320,100105,9,2,3,21,1,4,2,4.5,4,5,5,4.5,4.5,1
38101,100145,1,4,2,12,1,5,2,4,2,5,5,5,4.5,1
20376,100168,6,3,1,5,0,6,1,3.5,4,3.33,3,3,3.75,0
27193,100208,1,4,1,2,1,7,1,5,5,5,5,5,5,1
17500,100189,6,3,1,16,1,3,2,5,5,5,5,5,5,1
35756,100064,6,3,1,7,1,6,1,4,3.67,5,4.5,4,5,1
34312,100147,6,3,2,13,1,6,1,5,5,5,5,5,5,1
16833,100090,5,1,2,16,0,4,4,4.5,5,5,5,5,4.5,0
39474,100208,1,4,2,21,1,8,2,5,4,5,5,4.5,5,1
23994,100118,3,2,2,25,1,8,2,4.5,4.33,4.67,5,4.5,4.25,0
7889,100098,6,3,1,13,1,5,2,5,5,5,5,5,5,1
31592,100281,6,3,1,21,1,6,2,3.5,4.33,5,3,4.5,4.75,1
21000,100234,11,4,1,9,1,3,2,4.5,5,4,5,3,4.5,0
32496,100129,6,3,1,8,1,6,2,3,2.67,3.67,1.5,3.5,3,0
13906,100298,4,3,1,16,1,6,2,5,5,5,5,4.5,5,0
34302,100193,4,3,1,16,0,7,2,5,5,5,5,5,5,1
494,100104,5,1,3,21,0,5,2,5,5,5,5,5,5,1
39399,100223,6,3,1,32,1,6,2,4.5,3.67,3.33,3.5,4.5,4.25,0
34960,100223,6,3,1,5,0,6,2,5,5,5,5,5,5,1
10203,100124,6,3,2,21,1,7,1,5,5,5,5,5,5,1
23816,100255,6,3,3,23,0,5,4,5,3.67,3.67,4.5,3.5,4.5,1
4763,100199,6,3,1,16,1,5,1,5,5,5,5,5,5,1
28705,100155,6,3,3,16,1,8,2,4.5,5,5,5,4.5,5,1
39679,100211,6,3,2,21,1,7,2,4.5,4.33,4.33,4.5,5,4.5,1
24032,100252,6,3,3,21,1,6,1,5,5,5,4.5,5,5,1
31336,100164,11,4,1,33,1,7,2,5,5,5,5,5,5,1
22955,100307,11,4,2,17,1,7,2,4.5,3.33,3.33,4,3.5,3.5,1
7076,100128,3,2,3,12,1,3,1,3.5,3.33,4,4,3.5,3.5,0
12943,100178,6,3,2,28,1,2,3,5,5,5,5,5,5,1
19730,100078,11,4,1,41,1,6,4,2.5,3,4,2.5,4,3.25,0
25647,100099,4,3,1,12,1,3,4,4,4,4,3,4,3.75,0
24085,100155,6,3,1,6,1,5,2,5,5,5,5,5,5,1
13864,100222,6,3,2,5,1,7,2,5,5,5,5,5,5,1
33279,100155,6,3,1,9,0,3,2,5,5,5,5,5,5,1
25172,100134,6,3,1,24,1,4,1,5,5,5,5,5,5,1
28306,100223,6,3,2,5,1,7,1,4,4,4.33,4,4.5,4,0
20953,100174,4,3,1,12,0,3,2,4,3.67,3.67,3.5,3,3.75,0
17527,100272,6,3,2,21,1,2,4,4,3,3.67,5,3.5,4.25,1
24389,100171,6,3,2,21,1,8,2,4,4,4,4,4,4,0
20832,100066,9,2,1,16,1,5,2,3.5,3.67,2.67,3.5,4,3.75,0
12598,100211,6,3,1,12,1,2,2,4,4,3,3,3.5,3.25,0
6460,100211,6,3,3,21,1,2,2,4,3,4,5,4,4.5,0
7551,100285,4,3,3,7,1,8,1,5,5,5,5,5,5,1
24304,100252,6,3,3,21,1,7,4,5,5,5,5,5,5,1
14186,100178,6,3,2,34,1,8,4,3.5,2.67,5,2,3.5,3.25,1
13943,100302,4,3,1,16,1,2,2,4,4,3,3,4.5,4,0
30476,100074,5,1,3,20,0,6,2,3.5,2.67,3,3.5,2.5,4,0
316,100091,6,3,1,16,1,4,1,5,5,5,5,5,5,1
23506,100100,11,4,1,20,1,4,4,2,1,1,1,4,3.25,0
18048,100223,6,3,3,21,1,2,2,5,5,5,5,5,5,1
4321,100217,6,3,2,21,1,4,2,5,5,4.33,5,4.5,5,1
22842,100307,11,4,2,24,1,7,2,4,2.33,2.67,2.5,3,2.5,0
23376,100302,4,3,2,7,1,6,2,5,5,5,5,5,5,1
27716,100108,5,1,1,25,1,5,2,5,5,5,5,5,5,1
26787,100118,3,2,3,21,1,7,1,4,4,4,4,4,4,0
9859,100254,2,3,2,28,1,8,4,5,5,5,5,5,5,1
18088,100157,6,3,2,21,1,8,2,5,5,5,5,5,5,1
24699,100078,11,4,1,34,1,6,4,4,4.67,4.67,4,4.5,4.25,0
11789,100155,6,3,2,20,1,8,2,4,4,4,4,4,4,0
2911,100129,6,3,3,21,1,8,2,4,4,4.67,4,4,4,0
7245,100273,6,3,2,21,1,2,2,3,4.67,4,2.5,4.5,4.5,1
25873,100078,11,4,1,18,1,2,2,5,5,5,5,5,4.75,1
19018,100146,2,3,2,21,1,5,1,4,4.33,3.67,3.5,3,4.25,0
14649,100275,2,3,1,12,1,2,2,5,4.33,4.33,4.5,4,4.5,0
28756,100156,3,2,2,21,0,7,4,4,4,4,4,4,4,0
38479,100259,6,3,2,20,1,7,2,5,5,5,5,5,5,1
39589,100134,6,3,3,37,1,6,2,4,3,2.67,4,4,3.5,0
8202,100219,11,4,2,21,0,1,4,3,3,3,3,3,3,0
39581,100189,6,3,2,21,1,6,2,5,5,5,5,5,5,1
34883,100217,6,3,3,8,1,7,2,5,4,5,4,4.5,4.75,1
5152,100268,6,3,2,23,1,7,2,3.5,3.33,4,3.5,3.5,3,0
39504,100087,6,3,2,5,1,7,1,4.5,5,5,4.5,4,4.5,1
